source,source_id,brand,product_name,category,category_mapped,ingredients,form,image_url,upc_ean,country,lang,raw_json
openfoodfacts,5059883416281,,Creatine,creatine,creatine,,,,5059883416281,gb,el,"{""categories"": ""creatine"", ""code"": ""5059883416281"", ""countries"": ""gb"", ""lang"": ""el"", ""product_name"": ""Creatine""}"
openfoodfacts,8719214561710,XXL nutrition,Creatine monohydrate,"Dietary supplements, Bodybuilding supplements, Creatine",creatine,"Creatine Monohydrate, Warning: This dietary supplement is including 17 years of age, Do not exceed the recommended daily intake, keep reach of children, Food supplements should not replace a varied and balanced (DE) Zutaten: Kreatin-Monohydrat, Achtung: Für Kinder bis einschließlich 17 nicht geeignet, Die empfohlene Tagesdosis nicht überschreiten, Kühl und Kindern, Nahrungsergänzungsmittel sind kein Ersatz für eine abwechs eine gesunde Lebensweise Galaxy S21 Ultra 5G Creatine Monohydrate, Avertissement: Ce comp sava 17 ans inclus, Ne pas dépasser rapport quotidien recomman es enfants, Les compléments alimentaires ne remplar",,data/images/bc448f06fd498df14932f98db573e1f3.jpg,8719214561710,nl,de,"{""brands"": ""XXL nutrition"", ""categories"": ""Dietary supplements, Bodybuilding supplements, Creatine"", ""code"": ""8719214561710"", ""countries"": ""nl"", ""image_url"": ""https://images.openfoodfacts.org/images/products/871/921/456/1710/front_en.4.400.jpg"", ""ingredients_text"": ""Creatine Monohydrate, Warning: This dietary supplement is including 17 years of age, Do not exceed the recommended daily intake, keep reach of children, Food supplements should not replace a varied and balanced (DE) Zutaten: Kreatin-Monohydrat, Achtung: Für Kinder bis einschließlich 17 nicht geeignet, Die empfohlene Tagesdosis nicht überschreiten, Kühl und Kindern, Nahrungsergänzungsmittel sind kein Ersatz für eine abwechs eine gesunde Lebensweise Galaxy S21 Ultra 5G Creatine Monohydrate, Avertissement: Ce comp sava 17 ans inclus, Ne pas dépasser rapport quotidien recomman es enfants, Les compléments alimentaires ne remplar"", ""lang"": ""de"", ""product_name"": ""Creatine monohydrate""}"
openfoodfacts,0196852357529,Create,Creatine Monohydrate Gummies,"Dietary supplements, Bodybuilding supplements, Creatine",creatine,"Tapioca Syrup, Sugar, Water, Pectin, Malic Acid, Allulose, Natural Flavor, Natural Color. K",,data/images/2207cf3b6f8f39ad9f689eb38f518f09.jpg,0196852357529,United States,en,"{""brands"": ""Create"", ""categories"": ""Dietary supplements, Bodybuilding supplements, Creatine"", ""code"": ""0196852357529"", ""countries"": ""United States"", ""image_url"": ""https://images.openfoodfacts.org/images/products/019/685/235/7529/front_en.3.400.jpg"", ""ingredients_text"": ""Tapioca Syrup, Sugar, Water, Pectin, Malic Acid, Allulose, Natural Flavor, Natural Color. K"", ""lang"": ""en"", ""product_name"": ""Creatine Monohydrate Gummies""}"
openfoodfacts,3662072143107,InShape Nutrition,Créatine,Créatine,,,,data/images/0a201f56fe43797a8e83a0696b647ce1.jpg,3662072143107,France,fr,"{""brands"": ""InShape Nutrition"", ""categories"": ""Créatine"", ""code"": ""3662072143107"", ""countries"": ""France"", ""image_url"": ""https://images.openfoodfacts.org/images/products/366/207/214/3107/front_fr.3.400.jpg"", ""ingredients_text"": """", ""lang"": ""fr"", ""product_name"": ""Créatine""}"
openfoodfacts,4044782317112,Weider,Pure Creatine,"Dietary supplements, Bodybuilding supplements, Creatine",creatine,Creatine Monohydrate,,data/images/51db083c4fb9107f82c76a0dc4384e73.jpg,4044782317112,Germany,en,"{""brands"": ""Weider"", ""categories"": ""Dietary supplements, Bodybuilding supplements, Creatine"", ""code"": ""4044782317112"", ""countries"": ""Germany"", ""image_url"": ""https://images.openfoodfacts.org/images/products/404/478/231/7112/front_en.3.400.jpg"", ""ingredients_text"": ""Creatine Monohydrate"", ""lang"": ""en"", ""product_name"": ""Pure Creatine""}"
openfoodfacts,0631656259582,,,Creatine,creatine,,,data/images/89a4c2a3993aff8101f53cb862d15163.jpg,0631656259582,en:New Zealand,en,"{""categories"": ""Creatine"", ""code"": ""0631656259582"", ""countries"": ""en:New Zealand"", ""image_url"": ""https://images.openfoodfacts.org/images/products/063/165/625/9582/front_en.3.400.jpg"", ""lang"": ""en""}"
openfoodfacts,8906133020811,Nakpro,Creatinine Monohydrate,Creatine,creatine,Creatine Monohydrate,,data/images/e1086331d405c1416753687bc8098ac4.jpg,8906133020811,India,en,"{""brands"": ""Nakpro"", ""categories"": ""Creatine"", ""code"": ""8906133020811"", ""countries"": ""India"", ""image_url"": ""https://images.openfoodfacts.org/images/products/890/613/302/0811/front_en.3.400.jpg"", ""ingredients_text"": ""Creatine Monohydrate"", ""lang"": ""en"", ""product_name"": ""Creatinine Monohydrate""}"
openfoodfacts,5060424707584,Warrior,Savage Strawberry Creatine,"Dietary supplements,Bodybuilding supplements,Creatine",creatine,"Micronised Creatine Monohydrate, Flavouring, Colouring (Beetroot Red), Sweetener (Sucralose, Stevia), Citric Acid.",,data/images/0f6a541d6d2851402691934669625a12.jpg,5060424707584,United Kingdom,en,"{""brands"": ""Warrior"", ""categories"": ""Dietary supplements,Bodybuilding supplements,Creatine"", ""code"": ""5060424707584"", ""countries"": ""United Kingdom"", ""image_url"": ""https://images.openfoodfacts.org/images/products/506/042/470/7584/front_en.16.400.jpg"", ""ingredients_text"": ""Micronised Creatine Monohydrate, Flavouring, Colouring (Beetroot Red), Sweetener (Sucralose, Stevia), Citric Acid."", ""lang"": ""en"", ""product_name"": ""Savage Strawberry Creatine""}"
openfoodfacts,0725414437647,No Whey,Creatine,Creatine,creatine,,,data/images/8f1969f70e9bc42c6b52acfef05166f0.jpg,0725414437647,en:New Zealand,en,"{""brands"": ""No Whey"", ""categories"": ""Creatine"", ""code"": ""0725414437647"", ""countries"": ""en:New Zealand"", ""image_url"": ""https://images.openfoodfacts.org/images/products/072/541/443/7647/front_en.13.400.jpg"", ""lang"": ""en"", ""product_name"": ""Creatine""}"
openfoodfacts,0810028296725,Ghost,Ghost Size Natty,"Suplementos dietéticos,en:Creatine",creatine,"Creatine Monohydrate, Beta-Alanine",,data/images/1e10f845281baf951f8382cc4e222f8a.jpg,0810028296725,"Estados Unidos,Bolivia",en,"{""brands"": ""Ghost"", ""categories"": ""Suplementos dietéticos,en:Creatine"", ""code"": ""0810028296725"", ""countries"": ""Estados Unidos,Bolivia"", ""image_url"": ""https://images.openfoodfacts.org/images/products/081/002/829/6725/front_en.3.400.jpg"", ""ingredients_text"": ""Creatine Monohydrate, Beta-Alanine"", ""lang"": ""en"", ""product_name"": ""Ghost Size Natty""}"
openfoodfacts,5056555204771,ABE,pre workout,"creatine,pre workout",creatine,"citrulline malate (2:1), creatine monohydrate. beta alanine, acid (citric acid). flavouring, acidity regulator (sodium bicarbonate), taurine. caffeine anhydrous. choline bitartrate (as vitacholine&quot;). anti-caking agents (silicon dioxide. calcium silicate), sweetener (sucralose). colour og (ammonia caramell, niacin (niacinamide). 0.2g vitamin b12 (cyanocobalamin). og og allergens: no common allergens included. produced in a facility that handles milk, sova. eggs. fish, celery, cereals containing gluten and og 0.330g products thereof.",,,5056555204771,en:United Kingdom,en,"{""brands"": ""ABE"", ""categories"": ""creatine,pre workout"", ""code"": ""5056555204771"", ""countries"": ""en:United Kingdom"", ""ingredients_text"": ""citrulline malate (2:1), creatine monohydrate. beta alanine, acid (citric acid). flavouring, acidity regulator (sodium bicarbonate), taurine. caffeine anhydrous. choline bitartrate (as vitacholine&quot;). anti-caking agents (silicon dioxide. calcium silicate), sweetener (sucralose). colour og (ammonia caramell, niacin (niacinamide). 0.2g vitamin b12 (cyanocobalamin). og og allergens: no common allergens included. produced in a facility that handles milk, sova. eggs. fish, celery, cereals containing gluten and og 0.330g products thereof."", ""lang"": ""en"", ""product_name"": ""pre workout""}"
openfoodfacts,6009679915916,,,Creatine,creatine,,,data/images/690964eb6249b5f1ef0c008f363c3240.jpg,6009679915916,en:South Africa,en,"{""categories"": ""Creatine"", ""code"": ""6009679915916"", ""countries"": ""en:South Africa"", ""image_url"": ""https://images.openfoodfacts.org/images/products/600/967/991/5916/front_en.5.400.jpg"", ""lang"": ""en""}"
openfoodfacts,4250519600185,ESN,Ultrapure Creatine Monohydrate,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Kreatin",creatine,Creatin Monohydrat,,data/images/543341fbdd63076e75d49b768573f964.jpg,4250519600185,Deutschland,de,"{""brands"": ""ESN"", ""categories"": ""Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Kreatin"", ""code"": ""4250519600185"", ""countries"": ""Deutschland"", ""image_url"": ""https://images.openfoodfacts.org/images/products/425/051/960/0185/front_en.36.400.jpg"", ""ingredients_text"": ""Creatin Monohydrat"", ""lang"": ""de"", ""product_name"": ""Ultrapure Creatine Monohydrate""}"
openfoodfacts,5901947660836,KFD,Premium Creatine,"Suplementy diety, en:Bodybuilding supplements, en:Creatine",creatine,"Monohydrat kreatyny 92,18%, regulator kwasowości: kwas cytrynowy, aromat, substancje słodzące (sukraloza, glikozydy stewiolowe)",,data/images/43037b4290011546af9ab3d4b8864fd9.jpg,5901947660836,Polska,pl,"{""brands"": ""KFD"", ""categories"": ""Suplementy diety, en:Bodybuilding supplements, en:Creatine"", ""code"": ""5901947660836"", ""countries"": ""Polska"", ""image_url"": ""https://images.openfoodfacts.org/images/products/590/194/766/0836/front_pl.3.400.jpg"", ""ingredients_text"": ""Monohydrat kreatyny 92,18%, regulator kwasowości: kwas cytrynowy, aromat, substancje słodzące (sukraloza, glikozydy stewiolowe)"", ""lang"": ""pl"", ""product_name"": ""Premium Creatine""}"
openfoodfacts,8425252201005,,Big Creabig Koyak,Creatina,,"Monohidrato de creatina (Creapure ), Maltodextrina, Aromas, Corrector de acidez (Ácido cítrico), Acidulante (Ácido tratárico), Colorante (Rojo de remolacha ), Edulcorante (Sucralosa), Corrector de acidez (Bicarbonato de sodio), Edulcorante (Glucósidos de esteviol procedentes de estevia).",,data/images/e907207d436b1d09eeddd37d1ef160fc.jpg,8425252201005,en:es,es,"{""categories"": ""Creatina"", ""code"": ""8425252201005"", ""countries"": ""en:es"", ""image_url"": ""https://images.openfoodfacts.org/images/products/842/525/220/1005/front_es.10.400.jpg"", ""ingredients_text"": ""Monohidrato de creatina (Creapure ), Maltodextrina, Aromas, Corrector de acidez (Ácido cítrico), Acidulante (Ácido tratárico), Colorante (Rojo de remolacha ), Edulcorante (Sucralosa), Corrector de acidez (Bicarbonato de sodio), Edulcorante (Glucósidos de esteviol procedentes de estevia)."", ""lang"": ""es"", ""product_name"": ""Big Creabig Koyak""}"
openfoodfacts,5401004000891,kriegger,100% créatine monohydrate,"Compléments alimentaires, Compléments pour le Bodybuilding, en:Creatine",creatine,,,data/images/48511fb3f5ddfbf20b39b6a91a65816c.jpg,5401004000891,Belgique,fr,"{""brands"": ""kriegger"", ""categories"": ""Compléments alimentaires, Compléments pour le Bodybuilding, en:Creatine"", ""code"": ""5401004000891"", ""countries"": ""Belgique"", ""image_url"": ""https://images.openfoodfacts.org/images/products/540/100/400/0891/front_fr.4.400.jpg"", ""lang"": ""fr"", ""product_name"": ""100% créatine monohydrate""}"
openfoodfacts,0553147201675,,,Créatine monohydrate,,,,data/images/c76797a86e447d7b99e9002ca2547136.jpg,0553147201675,en:France,fr,"{""categories"": ""Créatine monohydrate"", ""code"": ""0553147201675"", ""countries"": ""en:France"", ""image_url"": ""https://images.openfoodfacts.org/images/products/055/314/720/1675/front_fr.3.400.jpg"", ""lang"": ""fr""}"
openfoodfacts,20642815,Sportyfeel,Creatine monohydrate + Vitamin C,"Ravintolisät, Lisäravinteet kuntoiluun, Kreatiini",creatine,"kreatiinimonohydraatti, C-vitamiini (L-askorbiinihappo). Saattaa sisältää pieniä määriä kananmunaa, _soijaa_ ja _maitoa_.",,data/images/10b747c6891ea915eb8bdd019160461d.jpg,20642815,Suomi,fi,"{""brands"": ""Sportyfeel,Lidl"", ""categories"": ""Ravintolisät, Lisäravinteet kuntoiluun, Kreatiini"", ""code"": ""20642815"", ""countries"": ""Suomi"", ""image_url"": ""https://images.openfoodfacts.org/images/products/000/002/064/2815/front_fi.20.400.jpg"", ""ingredients_text"": ""kreatiinimonohydraatti, C-vitamiini (L-askorbiinihappo). Saattaa sisältää pieniä määriä kananmunaa, _soijaa_ ja _maitoa_."", ""lang"": ""fi"", ""product_name"": ""Creatine monohydrate + Vitamin C""}"
openfoodfacts,8714193209547,Nutriforce,,"Voedingssupplementen, Bodybuilding supplementen, en:Creatine",creatine,"Creatine, Vulstof: (microkristallijne cellulose, calciumfosfaat), antiklontermiddel: (magnesiumstearaat).",,data/images/4fd47a6ca959aadf3aa113e9d2268100.jpg,8714193209547,Nederland,nl,"{""brands"": ""Nutriforce"", ""categories"": ""Voedingssupplementen, Bodybuilding supplementen, en:Creatine"", ""code"": ""8714193209547"", ""countries"": ""Nederland"", ""image_url"": ""https://images.openfoodfacts.org/images/products/871/419/320/9547/front_nl.3.400.jpg"", ""ingredients_text"": ""Creatine, Vulstof: (microkristallijne cellulose, calciumfosfaat), antiklontermiddel: (magnesiumstearaat)."", ""lang"": ""nl""}"
openfoodfacts,5060575580234,Immortal Nutrition,Epic Creatine micronized Unflavored,Creatine,creatine,"creatine monohydrate, pyridoxine chloride (vitamin B6).",,,5060575580234,en:greece,en,"{""brands"": ""Immortal Nutrition"", ""categories"": ""Creatine"", ""code"": ""5060575580234"", ""countries"": ""en:greece"", ""ingredients_text"": ""creatine monohydrate, pyridoxine chloride (vitamin B6)."", ""lang"": ""en"", ""product_name"": ""Epic Creatine micronized Unflavored""}"
openfoodfacts,0850042128084,Naked,Naked Creatine,en:creatine,creatine,Creatine Monohydrate,,data/images/5ec5d1a75212a30056a0f2755d0c85a0.jpg,0850042128084,en:us,en,"{""brands"": ""Naked"", ""categories"": ""en:creatine"", ""code"": ""0850042128084"", ""countries"": ""en:us"", ""image_url"": ""https://images.openfoodfacts.org/images/products/085/004/212/8084/front_en.8.400.jpg"", ""ingredients_text"": ""Creatine Monohydrate"", ""lang"": ""en"", ""product_name"": ""Naked Creatine""}"
openfoodfacts,8906067021502,,,creatine,creatine,,,data/images/5bdc1a52a53353728645c5bf5d2686d2.jpg,8906067021502,en:india,en,"{""categories"": ""creatine"", ""code"": ""8906067021502"", ""countries"": ""en:india"", ""image_url"": ""https://images.openfoodfacts.org/images/products/890/606/702/1502/front_en.3.400.jpg"", ""lang"": ""en""}"
openfoodfacts,0748927063691,Optimum Nutrition,Micronized Creatine Powder,"Suplementos dietéticos,Suplementos de culturismo,Creatina",creatine,Creatine Monohydrate.,,data/images/04e55d41ab6e7d435bca9843926336b6.jpg,0748927063691,"Bolivia,Estados Unidos",en,"{""brands"": ""Optimum Nutrition"", ""categories"": ""Suplementos dietéticos,Suplementos de culturismo,Creatina"", ""code"": ""0748927063691"", ""countries"": ""Bolivia,Estados Unidos"", ""image_url"": ""https://images.openfoodfacts.org/images/products/074/892/706/3691/front_en.3.400.jpg"", ""ingredients_text"": ""Creatine Monohydrate."", ""lang"": ""en"", ""product_name"": ""Micronized Creatine Powder""}"
openfoodfacts,4260282011507,Bodybuilding Depot,Creatine Monohydrat Natural,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Kreatin",creatine,Creatin-Monohydrat (Creapure® 100%),,data/images/8c7bb69c28e2df55780f87576270cd7b.jpg,4260282011507,,de,"{""brands"": ""Bodybuilding Depot"", ""categories"": ""Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Kreatin"", ""code"": ""4260282011507"", ""countries"": """", ""image_url"": ""https://images.openfoodfacts.org/images/products/426/028/201/1507/front_de.3.400.jpg"", ""ingredients_text"": ""Creatin-Monohydrat (Creapure® 100%)"", ""lang"": ""de"", ""product_name"": ""Creatine Monohydrat Natural""}"
openfoodfacts,4061461662714,,,"Dietary supplements, Bodybuilding supplements, Creatine",creatine,,,,4061461662714,en:austria,en,"{""categories"": ""Dietary supplements, Bodybuilding supplements, Creatine"", ""code"": ""4061461662714"", ""countries"": ""en:austria"", ""lang"": ""en""}"
openfoodfacts,8719881017107,XXL Nutrition,Creatine monohydrate,"Voedingssupplementen,Creatine",creatine,,,data/images/eac4d4b77a3213c3309e93178316225d.jpg,8719881017107,Nederland,nl,"{""brands"": ""XXL Nutrition"", ""categories"": ""Voedingssupplementen,Creatine"", ""code"": ""8719881017107"", ""countries"": ""Nederland"", ""image_url"": ""https://images.openfoodfacts.org/images/products/871/988/101/7107/front_nl.3.400.jpg"", ""ingredients_text"": """", ""lang"": ""nl"", ""product_name"": ""Creatine monohydrate""}"
openfoodfacts,0811836023633,Hi-Tech Pharm,Creatine Monohydrate,"Dietary supplements, Bodybuilding supplements, Creatine",creatine,"Supplement Facts 1 Scoop (59) Amount Per Serving Mehydrate (as Phosphagen S e Established SE Take one (1) scoop daily one (1) serving (5 grams), 4 10-18 z 50ml-40ml water or Serving Pe Conte ace, take (1) serving or day w The water or eon-ai juice. mular supper for people of all ages and achy w a widespread among professional and amat e and athletic performance and t Osaline is especially good during shone can help muscles recover after l Pagrant or lactating women, diabetics medical conditions (including kidney wa licensed physician and/or pharmacist Do not exceed recommended dosage NOT BEEN EVALUATED BY THE FOOD AND DUS TO DIAGNOSE, TREAT CURE OR PRE JUI, worse H-TECH PHARMACEUTICALL 8015 - Unity Deve - www.hap",,data/images/534375a276c5ae4490529790741efc68.jpg,0811836023633,,en,"{""brands"": ""Hi-Tech Pharm"", ""categories"": ""Dietary supplements, Bodybuilding supplements, Creatine"", ""code"": ""0811836023633"", ""image_url"": ""https://images.openfoodfacts.org/images/products/081/183/602/3633/front_en.3.400.jpg"", ""ingredients_text"": ""Supplement Facts 1 Scoop (59) Amount Per Serving Mehydrate (as Phosphagen S e Established SE Take one (1) scoop daily one (1) serving (5 grams), 4 10-18 z 50ml-40ml water or Serving Pe Conte ace, take (1) serving or day w The water or eon-ai juice. mular supper for people of all ages and achy w a widespread among professional and amat e and athletic performance and t Osaline is especially good during shone can help muscles recover after l Pagrant or lactating women, diabetics medical conditions (including kidney wa licensed physician and/or pharmacist Do not exceed recommended dosage NOT BEEN EVALUATED BY THE FOOD AND DUS TO DIAGNOSE, TREAT CURE OR PRE JUI, worse H-TECH PHARMACEUTICALL 8015 - Unity Deve - www.hap"", ""lang"": ""en"", ""product_name"": ""Creatine Monohydrate""}"
openfoodfacts,0850065357119,Legion,Creatine Gummies,"Creatine,Gummies",creatine,"Glucose Syrup, Sugar, Pectin, Citric Acid, Sodium Citrate, Malic Acid, Calcium Lactate, Natural Blueberry & Raspberry Flavor, Vegetable Oil, Fruit and Vegetable Juice Concentrate, Stevioside, Allulose, Carnauba Wax. This product was produced in a facility that may also process ingredients containing milk, soy, wheat, egg, peanuts, tree nuts, sesame, fish, and crustacean shellfish. &quot;These Statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Developed by Legion 1255 Cleveland St. Floor 4 Clearwater, FL 33755 02024, Legion Athletics, Inc. www.legionathletics.com PLEASE RECYCLE 8 50065 357119 L:CREATINEGUMMIESSBRV1.0SMP",,data/images/df3588bcf35fe22ebc4b6de0892a631b.jpg,0850065357119,en:united-states,en,"{""brands"": ""Legion"", ""categories"": ""Creatine,Gummies"", ""code"": ""0850065357119"", ""countries"": ""en:united-states"", ""image_url"": ""https://images.openfoodfacts.org/images/products/085/006/535/7119/front_en.3.400.jpg"", ""ingredients_text"": ""Glucose Syrup, Sugar, Pectin, Citric Acid, Sodium Citrate, Malic Acid, Calcium Lactate, Natural Blueberry & Raspberry Flavor, Vegetable Oil, Fruit and Vegetable Juice Concentrate, Stevioside, Allulose, Carnauba Wax. This product was produced in a facility that may also process ingredients containing milk, soy, wheat, egg, peanuts, tree nuts, sesame, fish, and crustacean shellfish. &quot;These Statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Developed by Legion 1255 Cleveland St. Floor 4 Clearwater, FL 33755 02024, Legion Athletics, Inc. www.legionathletics.com PLEASE RECYCLE 8 50065 357119 L:CREATINEGUMMIESSBRV1.0SMP"", ""lang"": ""en"", ""product_name"": ""Creatine Gummies""}"
openfoodfacts,4895180798177,Stark,Creatine Grape,"Dietary supplements, Bodybuilding supplements, Creatine",creatine,"Creatine Micronized, Grape Flavor.",,data/images/16338f755f50b8af9ae6e4c5c68b2298.jpg,4895180798177,Bolivia,en,"{""brands"": ""Stark"", ""categories"": ""Dietary supplements, Bodybuilding supplements, Creatine"", ""code"": ""4895180798177"", ""countries"": ""Bolivia"", ""image_url"": ""https://images.openfoodfacts.org/images/products/489/518/079/8177/front_en.13.400.jpg"", ""ingredients_text"": ""Creatine Micronized, Grape Flavor."", ""lang"": ""en"", ""product_name"": ""Creatine Grape""}"
openfoodfacts,5600985801163,Zumub,Monohidrato de creatina (sin sabor),Creatina,,"Monohidrato de creatina (99.5% de pureza). Puede contener trazas de sésamo, cacahuetes, frutos de cáscara, gluten, soja, leche y sulfitos.",,data/images/1a54a13acc374916cce7e8f62b31142e.jpg,5600985801163,en:spain,es,"{""brands"": ""Zumub"", ""categories"": ""Creatina"", ""code"": ""5600985801163"", ""countries"": ""en:spain"", ""image_url"": ""https://images.openfoodfacts.org/images/products/560/098/580/1163/front_en.7.400.jpg"", ""ingredients_text"": ""Monohidrato de creatina (99.5% de pureza). Puede contener trazas de sésamo, cacahuetes, frutos de cáscara, gluten, soja, leche y sulfitos."", ""lang"": ""es"", ""product_name"": ""Monohidrato de creatina (sin sabor)""}"
openfoodfacts,4260289064865,nu3,Creatine,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Kreatin",creatine,100% Kreatinmonohydrat,,data/images/e5dfe26f9f682231958c99dd19761a49.jpg,4260289064865,Deutschland,de,"{""brands"": ""nu3"", ""categories"": ""Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Kreatin"", ""code"": ""4260289064865"", ""countries"": ""Deutschland"", ""image_url"": ""https://images.openfoodfacts.org/images/products/426/028/906/4865/front_de.6.400.jpg"", ""ingredients_text"": ""100% Kreatinmonohydrat"", ""lang"": ""de"", ""product_name"": ""Creatine""}"
openfoodfacts,8904463100241,Wellcore,Wellcore Creatine Monohydrate,Creatine,creatine,,,data/images/9b9bd0969138218b76348dbf75a3e477.jpg,8904463100241,India,en,"{""brands"": ""Wellcore"", ""categories"": ""Creatine"", ""code"": ""8904463100241"", ""countries"": ""India"", ""image_url"": ""https://images.openfoodfacts.org/images/products/890/446/310/0241/front_en.11.400.jpg"", ""ingredients_text"": """", ""lang"": ""en"", ""product_name"": ""Wellcore Creatine Monohydrate""}"
openfoodfacts,8906165744655,Muscleblaze,Muscleblaze Micronised Creatine Monohydrate,Creatine,creatine,,,data/images/2bc90096e2e6f1d17723a9bb430c13d4.jpg,8906165744655,India,en,"{""brands"": ""Muscleblaze"", ""categories"": ""Creatine"", ""code"": ""8906165744655"", ""countries"": ""India"", ""image_url"": ""https://images.openfoodfacts.org/images/products/890/616/574/4655/front_en.3.400.jpg"", ""ingredients_text"": """", ""lang"": ""en"", ""product_name"": ""Muscleblaze Micronised Creatine Monohydrate""}"
openfoodfacts,8718907983280,,,Creatine,creatine,,,data/images/6293434f41163d4054cc6e18d303023e.jpg,8718907983280,en:united-states,en,"{""categories"": ""Creatine"", ""code"": ""8718907983280"", ""countries"": ""en:united-states"", ""image_url"": ""https://images.openfoodfacts.org/images/products/871/890/798/3280/front_en.3.400.jpg"", ""lang"": ""en""}"
openfoodfacts,0856737003926,,Creatine,"Dietary supplements, Bodybuilding supplements, Creatine",creatine,,,data/images/dee356559c4761035205217ea72cf8de.jpg,0856737003926,en:us,en,"{""categories"": ""Dietary supplements, Bodybuilding supplements, Creatine"", ""code"": ""0856737003926"", ""countries"": ""en:us"", ""image_url"": ""https://images.openfoodfacts.org/images/products/085/673/700/3926/front_en.3.400.jpg"", ""lang"": ""en"", ""product_name"": ""Creatine""}"
openfoodfacts,8054806810709,Genesis Nutrition,Creatine Powder,"supplementi-dietetici, integratori-per-bodybuilding, ca:creatina, integratori",creatine,Monoidrato di creatina,,data/images/d71d1b91f648e787b45251b25049c559.jpg,8054806810709,Italia,it,"{""brands"": ""Genesis Nutrition"", ""categories"": ""supplementi-dietetici, integratori-per-bodybuilding, ca:creatina, integratori"", ""code"": ""8054806810709"", ""countries"": ""Italia"", ""image_url"": ""https://images.openfoodfacts.org/images/products/805/480/681/0709/front_it.7.400.jpg"", ""ingredients_text"": ""Monoidrato di creatina"", ""lang"": ""it"", ""product_name"": ""Creatine Powder""}"
openfoodfacts,8714193108567,Nutriforce,Creatine monohydraat,"Voedingssupplementen,Creatine",creatine,,,data/images/4fb101efa700020d8d43ebc8b58ecdad.jpg,8714193108567,Nederland,nl,"{""brands"": ""Nutriforce"", ""categories"": ""Voedingssupplementen,Creatine"", ""code"": ""8714193108567"", ""countries"": ""Nederland"", ""image_url"": ""https://images.openfoodfacts.org/images/products/871/419/310/8567/front_nl.3.400.jpg"", ""ingredients_text"": """", ""lang"": ""nl"", ""product_name"": ""Creatine monohydraat""}"
openfoodfacts,8906170520688,nutrabay,micronized creatine monohydrate,Creatine,creatine,,,data/images/ef0d46a5b03552d3ec93062ce649ceee.jpg,8906170520688,India,en,"{""brands"": ""nutrabay"", ""categories"": ""Creatine"", ""code"": ""8906170520688"", ""countries"": ""India"", ""image_url"": ""https://images.openfoodfacts.org/images/products/890/617/052/0688/front_en.3.400.jpg"", ""ingredients_text"": """", ""lang"": ""en"", ""product_name"": ""micronized creatine monohydrate""}"
openfoodfacts,8906045141987,,,Creatine,creatine,Micronized Creatine Monohydrate,,data/images/88c0a04abb037236490fc2907597e874.jpg,8906045141987,en:united-states,en,"{""categories"": ""Creatine"", ""code"": ""8906045141987"", ""countries"": ""en:united-states"", ""image_url"": ""https://images.openfoodfacts.org/images/products/890/604/514/1987/front_en.4.400.jpg"", ""ingredients_text"": ""Micronized Creatine Monohydrate"", ""lang"": ""en""}"
openfoodfacts,4937252217886,,,"Creatine,Dietary supplements",creatine,,,data/images/cd955d6b8013e561c123b54a349670c7.jpg,4937252217886,en:new-zealand,en,"{""categories"": ""Creatine,Dietary supplements"", ""code"": ""4937252217886"", ""countries"": ""en:new-zealand"", ""image_url"": ""https://images.openfoodfacts.org/images/products/493/725/221/7886/front_en.5.400.jpg"", ""lang"": ""en""}"
openfoodfacts,4260640856115,Bodylab,Creatine monohydrate Creapure,Creatine,creatine,POWDER BASED ON CREATINE DIRECTIONS: For one serving mix 1 scoop (5g) of powder with 250ml water. For optimal results take immediately after the training or before bedtime. Maximum one serving per day. NUTRIENTS & OTHER SUBSTANCES: per 100g Per daily dosage (= 5g (1 scoop))* Creatin monohydrate (Creapure®) *Package contains 100 daily doages.,,data/images/052c16a3af1ccade5bdd0b4712dbb5e6.jpg,4260640856115,en:united-states,en,"{""brands"": ""Bodylab"", ""categories"": ""Creatine"", ""code"": ""4260640856115"", ""countries"": ""en:united-states"", ""image_url"": ""https://images.openfoodfacts.org/images/products/426/064/085/6115/front_en.3.400.jpg"", ""ingredients_text"": ""POWDER BASED ON CREATINE DIRECTIONS: For one serving mix 1 scoop (5g) of powder with 250ml water. For optimal results take immediately after the training or before bedtime. Maximum one serving per day. NUTRIENTS & OTHER SUBSTANCES: per 100g Per daily dosage (= 5g (1 scoop))* Creatin monohydrate (Creapure®) *Package contains 100 daily doages."", ""lang"": ""en"", ""product_name"": ""Creatine monohydrate Creapure""}"
